"matchid","platform","mapname","gamemode","max_roundnumber","count_rows","team0_role_firstround","team1_role_firstround","team0_user_attributes_firstround","team1_user_attributes_firstround","team0_user_attributes_lastround","team1_user_attributes_lastround","team0_changed","team0_deltasize","team0_startsize","team1_changed","team1_deltasize","team1_startsize","max_count_rows","team0_role_count_round_won","team1_role_count_round_won","team0_meanlevel","team0_stdlevel","team0_skillranks","team1_meanlevel","team1_stdlevel","team1_skillranks","deltateam_meanlevel","deltateam_stdlevel","deltateam_skillranks_ed","abs_deltateam_meanlevel","abs_deltateam_stdlevel","teamreference_won","date","weekdate","patch","dateid"
"3790740329","PS4","OREGON","PvP � BOMB","5","49","Attacker","Defender","[[Gold, 123], [Copper, 129], [Unranked, 20], [Gold, 88], [Silver, 109]]","[[Gold, 66], [Silver, 73], [Gold, 35], [Gold, 168], [Silver, 143]]","[[Gold, 88], [Gold, 123], [Copper, 129], [Unranked, 20], [Silver, 109]]","[[Silver, 73], [Silver, 143], [Gold, 168], [Gold, 66], [Gold, 35]]","0","0","5","0","0","5","5","4","1","93.8","39.503925","[1, 1, 0, 1, 2, 0, 0]","97.0","50.075943","[0, 0, 0, 2, 3, 0, 0]","-3.199997","-10.572018","2.0","3.199997","10.572018","1","2017-05-07 00:00:00.000","19","2.1.3","20170507"
"1913390521","PS4","COASTLINE","PvP � SECURE AREA","5","44","Attacker","Defender","[[Unranked, 22], [Unranked, 55], [Unranked, 30], [Unranked, 24], [Unranked, 54]]","[[Unranked, 87], [Unranked, 22], [Silver, 29], [Unranked, 72], [Unranked, 24]]","[[Unranked, 30], [Unranked, 55], [Unranked, 22], [Unranked, 24]]","[[Unranked, 87], [Unranked, 24], [Unranked, 22], [Silver, 29]]","1","-1","5","1","-1","5","5","4","1","37.0","14.5327215","[5, 0, 0, 0, 0, 0, 0]","46.8","27.213232","[4, 0, 0, 1, 0, 0, 0]","-9.799999","-12.6805105","1.4142135","9.799999","12.6805105","1","2017-02-11 00:00:00.000","6","2.1.0","20170211"
"2305272989","XONE","HOUSE","PvP � SECURE AREA","6","59","Attacker","Defender","[[Gold, 58], [Gold, 149], [Gold, 124], [Gold, 89], [Silver, 85]]","[[Silver, 140], [Silver, 45], [Gold, 126], [Gold, 129]]","[[Gold, 124], [Gold, 89], [Silver, 85], [Gold, 58], [Gold, 149]]","[[Unranked, 2], [Silver, 45], [Silver, 140], [Gold, 129], [Gold, 126]]","0","0","5","1","1","4","5","4","2","101.0","31.88103","[0, 0, 0, 1, 4, 0, 0]","110.0","37.887993","[0, 0, 0, 2, 2, 0, 0]","-9.0","-6.0069637","2.236068","9.0","6.0069637","1","2017-03-26 00:00:00.000","13","2.1.2","20170326"
"4165999809","PS4","YACHT","PvP � BOMB","6","60","Attacker","Defender","[[Gold, 46], [Platinum, 73], [Unranked, 10], [Gold, 185], [Unranked, 7]]","[[Platinum, 213], [Silver, 178], [Gold, 199], [Platinum, 104], [Silver, 149]]","[[Platinum, 73], [Unranked, 10], [Gold, 185], [Unranked, 7], [Gold, 46]]","[[Gold, 199], [Platinum, 213], [Platinum, 104], [Silver, 149], [Silver, 178]]","0","0","5","0","0","5","5","4","2","64.2","65.13187","[2, 0, 0, 0, 2, 1, 0]","168.6","38.836067","[0, 0, 0, 2, 1, 2, 0]","-104.40001","26.2958","3.1622777","104.40001","26.2958","1","2017-04-06 00:00:00.000","14","2.1.2","20170406"
"2592281089","PS4","COASTLINE","PvP � BOMB","8","73","Attacker","Defender","[[Platinum, 200], [Silver, 157], [Platinum, 177], [Diamond, 216], [Platinum, 103]]","[[Gold, 163], [Platinum, 244], [Gold, 36], [Platinum, 59], [Platinum, 199]]","[[Silver, 157], [Diamond, 216], [Platinum, 200], [Platinum, 177]]","[[Platinum, 59], [Gold, 36], [Gold, 163], [Platinum, 199], [Platinum, 244]]","1","-1","5","0","0","5","5","3","5","170.6","39.296818","[0, 0, 0, 1, 0, 3, 1]","140.2","80.2531","[0, 0, 0, 0, 2, 3, 0]","30.40001","-40.95628","2.4494898","30.40001","40.95628","0","2017-04-11 00:00:00.000","15","2.1.2","20170411"
"2425025049","XONE","COASTLINE","PvP � SECURE AREA","6","56","Attacker","Defender","[[Gold, 139], [Unranked, 10], [Gold, 91], [Gold, 111], [Unranked, 41]]","[[Bronze, 70], [Unranked, 83], [Gold, 135], [Gold, 137], [Gold, 137]]","[[Unranked, 10], [Gold, 91], [Gold, 111], [Unranked, 41]]","[[Gold, 137], [Gold, 137], [Bronze, 70], [Gold, 135], [Unranked, 83]]","1","-1","5","0","0","5","5","2","4","78.4","46.842716","[2, 0, 0, 0, 3, 0, 0]","112.4","29.608107","[1, 0, 1, 0, 3, 0, 0]","-34.0","17.23461","1.4142135","34.0","17.23461","0","2017-03-08 00:00:00.000","10","2.1.1","20170308"
"2046804281","XONE","BARTLETT U.","PvP � SECURE AREA","6","57","Attacker","Defender","[[Silver, 143], [Gold, 129], [Gold, 87], [Gold, 39], [Gold, 93]]","[[Gold, 141], [Platinum, 195], [Platinum, 140], [Gold, 133], [Gold, 83]]","[[Gold, 93], [Silver, 143], [Gold, 87], [Gold, 39], [Gold, 129]]","[[Gold, 83], [Platinum, 195], [Platinum, 140], [Gold, 133]]","0","0","5","1","-1","5","5","2","4","98.2","36.36702","[0, 0, 0, 1, 4, 0, 0]","138.4","35.52802","[0, 0, 0, 0, 3, 2, 0]","-40.199997","0.8390007","2.4494898","40.199997","0.8390007","0","2017-03-31 00:00:00.000","13","2.1.2","20170331"
"2190402089","PC","FAVELAS","PvP � HOSTAGE","6","54","Attacker","Defender","[[Copper, 81], [Copper, 83], [Copper, 72], [Copper, 66], [Copper, 72]]","[[Copper, 27], [Copper, 55], [Copper, 94], [Copper, 108], [Copper, 79]]","[[Copper, 72], [Copper, 72], [Copper, 83], [Copper, 66]]","[[Copper, 27], [Copper, 94], [Copper, 55], [Copper, 108]]","1","-1","5","1","-1","5","5","2","4","74.8","6.305553","[0, 5, 0, 0, 0, 0, 0]","72.6","28.77916","[0, 5, 0, 0, 0, 0, 0]","2.2000046","-22.473606","0.0","2.2000046","22.473606","0","2017-04-10 00:00:00.000","15","2.1.2","20170410"
"3162130049","PS4","HOUSE","PvP � BOMB","4","40","Attacker","Defender","[[Silver, 87], [Silver, 88], [Gold, 118], [Gold, 116], [Silver, 70]]","[[Bronze, 80], [Gold, 81], [Silver, 113], [Diamond, 135], [Gold, 140]]","[[Silver, 88], [Silver, 87], [Gold, 116], [Silver, 70], [Gold, 118]]","[[Silver, 113], [Gold, 81], [Bronze, 80], [Diamond, 135], [Gold, 140]]","0","0","5","0","0","5","5","0","4","95.8","18.465103","[0, 0, 0, 3, 2, 0, 0]","109.8","25.592186","[0, 0, 1, 1, 2, 0, 1]","-14.0","-7.127083","2.4494898","14.0","7.127083","0","2017-04-29 00:00:00.000","17","2.1.3","20170429"
"3347013489","XONE","OREGON","PvP � SECURE AREA","5","40","Attacker","Defender","[[Platinum, 68], [Platinum, 175], [Platinum, 91], [Platinum, 178], [Platinum, 36]]","[[Platinum, 143], [Platinum, 196], [Platinum, 174]]","[[Platinum, 175], [Platinum, 91], [Platinum, 68], [Platinum, 178], [Platinum, 36]]","[[Platinum, 174], [Platinum, 143], [Platinum, 196]]","0","0","5","0","0","3","5","4","1","109.6","57.35713","[0, 0, 0, 0, 0, 5, 0]","171.0","21.740898","[0, 0, 0, 0, 0, 3, 0]","-61.4","35.61623","2.0","61.4","35.61623","1","2017-04-29 00:00:00.000","17","2.1.3","20170429"
"3622737509","XONE","CLUB HOUSE","PvP � HOSTAGE","6","60","Attacker","Defender","[[Copper, 71], [Bronze, 75], [Bronze, 40], [Copper, 35], [Silver, 39]]","[[Copper, 52], [Bronze, 104], [Unranked, 20], [Bronze, 31], [Bronze, 66]]","[[Bronze, 75], [Copper, 71], [Bronze, 40], [Silver, 39], [Copper, 35]]","[[Copper, 52], [Bronze, 66], [Unranked, 20], [Bronze, 31], [Bronze, 104]]","0","0","5","0","0","5","5","4","2","52.0","17.274258","[0, 2, 2, 1, 0, 0, 0]","54.6","29.431955","[1, 1, 3, 0, 0, 0, 0]","-2.5999985","-12.157698","2.0","2.5999985","12.157698","1","2017-03-13 00:00:00.000","11","2.1.1","20170313"
"3307804909","PS4","HEREFORD BASE","PvP � SECURE AREA","6","49","Attacker","Defender","[[Bronze, 41], [Silver, 106], [Silver, 72], [Gold, 70], [Silver, 34]]","[[Gold, 146], [Gold, 132], [Gold, 51], [Silver, 108]]","[[Gold, 70], [Silver, 106], [Silver, 72], [Bronze, 41]]","[[Gold, 51], [Silver, 108], [Gold, 146], [Gold, 132]]","1","-1","5","0","0","4","5","2","4","64.6","25.656189","[0, 0, 1, 3, 1, 0, 0]","109.25","36.272408","[0, 0, 0, 1, 3, 0, 0]","-44.65","-10.616219","3.0","44.65","10.616219","0","2017-02-27 00:00:00.000","9","2.1.1","20170227"
"1027706981","PS4","BORDER","PvP � BOMB","6","54","Attacker","Defender","[[Gold, 149], [Gold, 89], [Silver, 70], [Platinum, 85], [Platinum, 136]]","[[Gold, 17], [Gold, 24], [Platinum, 23], [Gold, 91]]","[[Gold, 149], [Platinum, 85], [Gold, 89], [Platinum, 136], [Silver, 70]]","[[Gold, 91], [Gold, 17], [Gold, 24], [Platinum, 23]]","0","0","5","0","0","4","5","2","4","105.8","30.902428","[0, 0, 0, 1, 2, 2, 0]","38.75","30.285103","[0, 0, 0, 0, 3, 1, 0]","67.05","0.6173248","1.7320508","67.05","0.6173248","0","2017-04-11 00:00:00.000","15","2.1.2","20170411"
"4272066029","PS4","KAFE DOSTOYEVSKY","PvP � HOSTAGE","5","45","Attacker","Defender","[[Bronze, 52], [Gold, 116], [Silver, 51], [Silver, 82], [Bronze, 69]]","[[Unranked, 94], [Silver, 169], [Silver, 205], [Unranked, 32], [Unranked, 67]]","[[Silver, 82], [Gold, 116], [Bronze, 52], [Bronze, 69]]","[[Unranked, 94], [Silver, 169], [Unranked, 32], [Unranked, 67]]","1","-1","5","1","-1","5","5","1","4","74.0","23.941595","[0, 0, 2, 2, 1, 0, 0]","113.4","64.245155","[3, 0, 0, 2, 0, 0, 0]","-39.4","-40.30356","3.7416575","39.4","40.30356","0","2017-02-10 00:00:00.000","6","2.1.0","20170210"
"1898995021","PC","YACHT","PvP � BOMB","6","59","Attacker","Defender","[[Silver, 54], [Silver, 37], [Silver, 60], [Bronze, 206], [Gold, 154]]","[[Bronze, 38], [Silver, 55], [Gold, 117], [Silver, 108]]","[[Gold, 154], [Silver, 60], [Silver, 37], [Bronze, 206], [Silver, 54]]","[[Silver, 55], [Silver, 108], [Copper, 60], [Bronze, 38], [Gold, 117]]","0","0","5","1","1","4","5","4","2","102.2","66.049675","[0, 0, 1, 3, 1, 0, 0]","79.5","33.69347","[0, 0, 1, 2, 1, 0, 0]","22.699997","32.356205","1.0","22.699997","32.356205","1","2017-04-01 00:00:00.000","13","2.1.2","20170401"
"212240501","XONE","COASTLINE","PvP � SECURE AREA","5","50","Attacker","Defender","[[Gold, 122], [Gold, 78], [Gold, 136], [Gold, 139], [Gold, 45]]","[[Gold, 120], [Gold, 149], [Gold, 99], [Gold, 111], [Platinum, 105]]","[[Gold, 78], [Gold, 139], [Gold, 122], [Gold, 45], [Gold, 136]]","[[Gold, 99], [Gold, 120], [Platinum, 105], [Gold, 149], [Gold, 111]]","0","0","5","0","0","5","5","1","4","104.0","36.687874","[0, 0, 0, 0, 5, 0, 0]","116.8","17.531685","[0, 0, 0, 0, 4, 1, 0]","-12.800003","19.156189","1.4142135","12.800003","19.156189","0","2017-04-04 00:00:00.000","14","2.1.2","20170404"
"1373388881","PS4","YACHT","PvP � SECURE AREA","9","90","Attacker","Defender","[[Platinum, 178], [Gold, 124], [Silver, 111], [Gold, 118], [Gold, 124]]","[[Platinum, 201], [Platinum, 136], [Silver, 117], [Gold, 108], [Silver, 31]]","[[Platinum, 178], [Gold, 118], [Silver, 111], [Gold, 124], [Gold, 124]]","[[Platinum, 201], [Silver, 31], [Platinum, 136], [Gold, 108], [Silver, 117]]","0","0","5","0","0","5","5","5","4","131.0","23.983328","[0, 0, 0, 1, 3, 1, 0]","118.6","54.554928","[0, 0, 0, 2, 1, 2, 0]","12.400002","-30.5716","2.4494898","12.400002","30.5716","1","2017-03-11 00:00:00.000","10","2.1.1","20170311"
"722348281","PS4","CHALET","PvP � SECURE AREA","5","45","Attacker","Defender","[[Gold, 71], [Gold, 91], [Platinum, 94], [Platinum, 70], [Gold, 107]]","[[Gold, 110], [Gold, 117], [Platinum, 130], [Platinum, 136]]","[[Platinum, 70], [Platinum, 94], [Gold, 71], [Gold, 107], [Gold, 91]]","[[Gold, 110], [Gold, 117], [Platinum, 130], [Platinum, 136]]","0","0","5","0","0","4","5","1","4","86.6","14.207041","[0, 0, 0, 0, 3, 2, 0]","123.25","10.280442","[0, 0, 0, 0, 2, 2, 0]","-36.65","3.9265985","1.0","36.65","3.9265985","0","2017-03-12 00:00:00.000","11","2.1.1","20170312"
"1332114761","XONE","COASTLINE","PvP � SECURE AREA","5","42","Attacker","Defender","[[Bronze, 73], [Bronze, 43], [Copper, 70], [Bronze, 74]]","[[Copper, 44], [Copper, 83], [Bronze, 69], [Copper, 29]]","[[Bronze, 74], [Bronze, 73], [Bronze, 43], [Copper, 70]]","[[Copper, 44], [Copper, 83], [Copper, 29], [Bronze, 69]]","0","0","4","0","0","4","5","4","1","65.0","12.786712","[0, 1, 3, 0, 0, 0, 0]","56.25","21.04014","[0, 3, 1, 0, 0, 0, 0]","8.75","-8.253428","2.828427","8.75","8.253428","1","2017-02-19 00:00:00.000","8","2.1.0","20170219"
"3301596349","XONE","KANAL","PvP � SECURE AREA","5","49","Attacker","Defender","[[Gold, 94], [Gold, 54], [Platinum, 122], [Gold, 150], [Gold, 115]]","[[Gold, 123], [Gold, 35], [Gold, 186], [Silver, 96], [Platinum, 134]]","[[Gold, 150], [Platinum, 122], [Gold, 94], [Gold, 115], [Gold, 54]]","[[Gold, 186], [Silver, 96], [Platinum, 134], [Gold, 35]]","0","0","5","1","-1","5","5","4","1","107.0","31.987497","[0, 0, 0, 0, 4, 1, 0]","114.8","49.45058","[0, 0, 0, 1, 3, 1, 0]","-7.800003","-17.463083","1.4142135","7.800003","17.463083","1","2017-04-14 00:00:00.000","15","2.1.2","20170414"
"352503061","XONE","HOUSE","PvP � SECURE AREA","6","58","Attacker","Defender","[[Gold, 218], [Platinum, 124], [Bronze, 96], [Gold, 78], [Platinum, 124]]","[[Gold, 156], [Silver, 108], [Platinum, 193], [Gold, 184], [Platinum, 165]]","[[Platinum, 124], [Gold, 218], [Gold, 78], [Platinum, 124]]","[[Silver, 108], [Platinum, 193], [Platinum, 165], [Gold, 184], [Gold, 156]]","1","-1","5","0","0","5","5","4","2","128.0","48.2825","[0, 0, 1, 0, 2, 2, 0]","161.2","29.67423","[0, 0, 0, 1, 2, 2, 0]","-33.199997","18.60827","1.4142135","33.199997","18.60827","1","2017-04-02 00:00:00.000","14","2.1.2","20170402"
"1207789461","PC","COASTLINE","PvP � SECURE AREA","6","55","Attacker","Defender","[[Gold, 68], [Gold, 112], [Silver, 78], [Gold, 64], [Unranked, 20]]","[[Gold, 148], [Gold, 41], [Gold, 180], [Gold, 191], [Gold, 92]]","[[Gold, 64], [Gold, 112], [Silver, 78], [Gold, 68]]","[[Gold, 191], [Gold, 148], [Gold, 92], [Gold, 41], [Gold, 180]]","1","-1","5","0","0","5","5","2","4","68.4","29.513388","[1, 0, 0, 1, 3, 0, 0]","130.4","56.407803","[0, 0, 0, 0, 5, 0, 0]","-61.999992","-26.894415","2.4494898","61.999992","26.894415","0","2017-03-05 00:00:00.000","10","2.1.1","20170305"
"851108741","PS4","FAVELAS","PvP � SECURE AREA","6","54","Attacker","Defender","[[Bronze, 52], [Bronze, 53], [Bronze, 24], [Bronze, 70]]","[[Bronze, 50], [Bronze, 60], [Bronze, 85], [Unranked, 54], [Bronze, 45]]","[[Bronze, 24], [Bronze, 70], [Bronze, 53], [Bronze, 52]]","[[Bronze, 85], [Bronze, 60], [Unranked, 54], [Bronze, 45], [Bronze, 50]]","0","0","4","0","0","5","5","2","4","49.75","16.498106","[0, 0, 4, 0, 0, 0, 0]","58.8","13.9914255","[1, 0, 4, 0, 0, 0, 0]","-9.049999","2.5066805","1.0","9.049999","2.5066805","0","2017-02-27 00:00:00.000","9","2.1.1","20170227"
"1635660761","XONE","BORDER","PvP � BOMB","9","84","Attacker","Defender","[[Silver, 167], [Bronze, 99], [Gold, 125], [Gold, 65], [Bronze, 100]]","[[Unranked, 25], [Copper, 55], [Bronze, 52], [Gold, 103], [Gold, 64]]","[[Gold, 125], [Gold, 65]]","[[Unranked, 25], [Copper, 55], [Bronze, 52], [Gold, 103], [Gold, 64]]","1","-3","5","0","0","5","5","4","5","111.2","33.801777","[0, 0, 2, 1, 2, 0, 0]","59.8","25.214281","[1, 1, 1, 0, 2, 0, 0]","51.399998","8.587496","2.0","51.399998","8.587496","0","2017-04-05 00:00:00.000","14","2.1.2","20170405"
"1740516801","PS4","CLUB HOUSE","PvP � SECURE AREA","8","80","Attacker","Defender","[[Platinum, 69], [Platinum, 81], [Platinum, 224], [Platinum, 145], [Gold, 196]]","[[Platinum, 121], [Platinum, 191], [Platinum, 26], [Platinum, 184], [Platinum, 147]]","[[Gold, 196], [Platinum, 145], [Platinum, 69], [Platinum, 81], [Platinum, 224]]","[[Platinum, 184], [Platinum, 26], [Platinum, 191], [Platinum, 147], [Platinum, 121]]","0","0","5","0","0","5","5","5","3","143.0","61.14573","[0, 0, 0, 0, 1, 4, 0]","133.8","59.583218","[0, 0, 0, 0, 0, 5, 0]","9.199997","1.5625114","1.4142135","9.199997","1.5625114","1","2017-04-14 00:00:00.000","15","2.1.2","20170414"
"2927119129","XONE","SKYSCRAPER","PvP � SECURE AREA","5","50","Attacker","Defender","[[Platinum, 146], [Platinum, 53], [Platinum, 110], [Platinum, 114], [Platinum, 97]]","[[Platinum, 130], [Platinum, 39], [Platinum, 128], [Platinum, 179], [Platinum, 153]]","[[Platinum, 114], [Platinum, 53], [Platinum, 110], [Platinum, 146], [Platinum, 97]]","[[Platinum, 39], [Platinum, 130], [Platinum, 153], [Platinum, 179], [Platinum, 128]]","0","0","5","0","0","5","5","1","4","104.0","30.166206","[0, 0, 0, 0, 0, 5, 0]","125.8","47.17372","[0, 0, 0, 0, 0, 5, 0]","-21.800003","-17.007515","0.0","21.800003","17.007515","0","2017-03-05 00:00:00.000","10","2.1.1","20170305"
"410131581","XONE","OREGON","PvP � SECURE AREA","9","89","Attacker","Defender","[[Gold, 98], [Gold, 96], [Gold, 98], [Platinum, 102], [Gold, 67]]","[[Unranked, 91], [Gold, 118], [Unranked, 43], [Gold, 102], [Gold, 115]]","[[Gold, 67], [Gold, 98], [Gold, 96], [Platinum, 102]]","[[Unranked, 91], [Unranked, 43], [Gold, 118], [Gold, 115], [Gold, 102]]","1","-1","5","0","0","5","5","5","4","92.2","12.749902","[0, 0, 0, 0, 4, 1, 0]","93.8","27.1691","[2, 0, 0, 0, 3, 0, 0]","-1.6000061","-14.419198","2.4494898","1.6000061","14.419198","1","2017-02-11 00:00:00.000","6","2.1.0","20170211"
"2340325829","PS4","OREGON","PvP � BOMB","9","90","Attacker","Defender","[[Bronze, 111], [Gold, 117], [Silver, 137], [Silver, 101], [Silver, 94]]","[[Bronze, 59], [Bronze, 60], [Silver, 60], [Silver, 75], [Silver, 25]]","[[Bronze, 111], [Silver, 101], [Silver, 94], [Silver, 137], [Gold, 117]]","[[Silver, 60], [Bronze, 59], [Bronze, 60], [Silver, 75], [Silver, 25]]","0","0","5","0","0","5","5","5","4","112.0","14.805405","[0, 0, 1, 3, 1, 0, 0]","55.8","16.509392","[0, 0, 2, 3, 0, 0, 0]","56.2","-1.7039871","1.4142135","56.2","1.7039871","1","2017-03-13 00:00:00.000","11","2.1.1","20170313"
"1985744821","PS4","KANAL","PvP � SECURE AREA","8","69","Attacker","Defender","[[Bronze, 103], [Gold, 95], [Unranked, 80], [Copper, 101], [Platinum, 76]]","[[Silver, 62], [Bronze, 24], [Silver, 110], [Silver, 90], [Silver, 83]]","[[Platinum, 76], [Unranked, 80], [Bronze, 103], [Gold, 95], [Copper, 101]]","[[Silver, 62], [Silver, 110]]","0","0","5","1","-3","5","5","5","3","91.0","11.009088","[1, 1, 1, 0, 1, 1, 0]","73.8","29.246538","[0, 0, 1, 4, 0, 0, 0]","17.199997","-18.23745","4.472136","17.199997","18.23745","1","2017-02-20 00:00:00.000","8","2.1.0","20170220"
"1360770621","PC","KAFE DOSTOYEVSKY","PvP � BOMB","6","58","Attacker","Defender","[[Silver, 113], [Gold, 100], [Gold, 84], [Gold, 93]]","[[Gold, 109], [Silver, 86], [Gold, 105], [Platinum, 109], [Silver, 79]]","[[Silver, 113], [Gold, 93], [Silver, 56], [Gold, 100], [Gold, 84]]","[[Silver, 79], [Gold, 109], [Silver, 86], [Platinum, 109], [Gold, 105]]","1","1","4","0","0","5","5","2","4","97.5","10.5948105","[0, 0, 0, 1, 3, 0, 0]","97.6","12.611106","[0, 0, 0, 2, 2, 1, 0]","-0.099998474","-2.0162954","1.7320508","0.099998474","2.0162954","0","2017-03-29 00:00:00.000","13","2.1.2","20170329"
"3603033969","PC","CLUB HOUSE","PvP � BOMB","4","37","Attacker","Defender","[[Gold, 75], [Unranked, 21], [Silver, 89], [Gold, 60], [Gold, 74]]","[[Silver, 41], [Unranked, 20], [Gold, 55], [Silver, 60], [Unranked, 22]]","[[Gold, 60], [Gold, 75], [Unranked, 21], [Silver, 89], [Gold, 74]]","[[Unranked, 20], [Silver, 60], [Gold, 55], [Unranked, 22]]","0","0","5","1","-1","5","5","4","0","63.8","23.28433","[1, 0, 0, 1, 3, 0, 0]","39.6","16.426807","[2, 0, 0, 2, 1, 0, 0]","24.2","6.857523","2.4494898","24.2","6.857523","1","2017-02-24 00:00:00.000","8","2.1.1","20170224"
"3700606389","PS4","HOUSE","PvP � SECURE AREA","2","19","Attacker","Defender","[[Copper, 45], [Copper, 60], [Silver, 70], [Bronze, 31], [Bronze, 62]]","[[Copper, 41], [Copper, 82], [Copper, 90], [Copper, 73], [Bronze, 79]]","[[Bronze, 62], [Copper, 45], [Bronze, 31], [Silver, 70], [Copper, 60]]","[[Copper, 41], [Copper, 90], [Copper, 82], [Copper, 73]]","0","0","5","1","-1","5","5","2","0","53.6","13.893884","[0, 2, 2, 1, 0, 0, 0]","73.0","16.911535","[0, 4, 1, 0, 0, 0, 0]","-19.400002","-3.0176516","2.4494898","19.400002","3.0176516","1","2017-04-01 00:00:00.000","13","2.1.2","20170401"
"3993317529","PC","FAVELAS","PvP � BOMB","8","80","Attacker","Defender","[[Platinum, 192], [Gold, 150], [Silver, 106], [Platinum, 99], [Gold, 68]]","[[Gold, 128], [Platinum, 122], [Gold, 103], [Gold, 123], [Gold, 62]]","[[Platinum, 192], [Platinum, 99], [Gold, 150], [Gold, 68], [Silver, 106]]","[[Platinum, 122], [Gold, 62], [Gold, 123], [Gold, 128], [Gold, 103]]","0","0","5","0","0","5","5","5","3","123.0","43.312817","[0, 0, 0, 1, 2, 2, 0]","107.6","24.335981","[0, 0, 0, 0, 4, 1, 0]","15.400002","18.976835","2.4494898","15.400002","18.976835","1","2017-04-12 00:00:00.000","15","2.1.2","20170412"
"1818355661","PS4","PLANE","PvP � SECURE AREA","4","38","Attacker","Defender","[[Gold, 119], [Unranked, 118], [Gold, 155], [Gold, 123], [Gold, 67]]","[[Gold, 117], [Gold, 95], [Gold, 177], [Platinum, 127]]","[[Gold, 123], [Gold, 155], [Unranked, 118], [Gold, 67], [Gold, 119]]","[[Gold, 188], [Gold, 95], [Gold, 177], [Platinum, 127], [Gold, 117]]","0","0","5","1","1","4","5","0","4","116.4","28.224812","[1, 0, 0, 0, 4, 0, 0]","129.0","30.033316","[0, 0, 0, 0, 3, 1, 0]","-12.599998","-1.8085041","1.7320508","12.599998","1.8085041","0","2017-02-10 00:00:00.000","6","2.1.0","20170210"
"1403453901","PS4","CONSULATE","PvP � SECURE AREA","6","59","Attacker","Defender","[[Bronze, 91], [Bronze, 83], [Copper, 63], [Bronze, 85], [Bronze, 54]]","[[Copper, 65], [Bronze, 54], [Bronze, 128], [Bronze, 40], [Bronze, 48]]","[[Bronze, 85], [Bronze, 83], [Bronze, 91], [Copper, 63]]","[[Bronze, 48], [Bronze, 128], [Bronze, 54], [Copper, 65], [Bronze, 40]]","1","-1","5","0","0","5","5","2","4","75.2","14.176036","[0, 1, 4, 0, 0, 0, 0]","67.0","31.57214","[0, 1, 4, 0, 0, 0, 0]","8.199997","-17.396103","0.0","8.199997","17.396103","0","2017-03-18 00:00:00.000","11","2.1.2","20170318"
"2866470349","PS4","HEREFORD BASE","PvP � SECURE AREA","4","36","Attacker","Defender","[[Gold, 88], [Bronze, 78], [Bronze, 35], [Bronze, 112], [Copper, 78]]","[[Bronze, 67], [Bronze, 141], [Bronze, 70], [Bronze, 83]]","[[Gold, 88], [Bronze, 112], [Copper, 78], [Bronze, 35], [Bronze, 78]]","[[Bronze, 67], [Bronze, 83], [Bronze, 70], [Bronze, 141]]","0","0","5","0","0","4","5","4","0","78.2","24.91907","[0, 1, 3, 0, 1, 0, 0]","90.25","29.911327","[0, 0, 4, 0, 0, 0, 0]","-12.050003","-4.992258","1.7320508","12.050003","4.992258","1","2017-04-24 00:00:00.000","17","2.1.3","20170424"
"935566901","PS4","PLANE","PvP � SECURE AREA","6","60","Attacker","Defender","[[Gold, 161], [Silver, 79], [Bronze, 64], [Bronze, 48], [Silver, 85]]","[[Silver, 68], [Silver, 58], [Gold, 47], [Gold, 78], [Silver, 164]]","[[Silver, 85], [Bronze, 64], [Silver, 79], [Gold, 161], [Bronze, 48]]","[[Gold, 47], [Silver, 68], [Silver, 164], [Gold, 78], [Silver, 58]]","0","0","5","0","0","5","5","4","2","87.4","38.96973","[0, 0, 2, 2, 1, 0, 0]","83.0","41.78995","[0, 0, 0, 3, 2, 0, 0]","4.4000015","-2.820221","2.4494898","4.4000015","2.820221","1","2017-03-27 00:00:00.000","13","2.1.2","20170327"
"2442502009","PS4","BARTLETT U.","PvP � SECURE AREA","6","60","Attacker","Defender","[[Silver, 117], [Copper, 70], [Gold, 43], [Silver, 125], [Copper, 78]]","[[Copper, 66], [Bronze, 148], [Silver, 112], [Copper, 51], [Silver, 127]]","[[Copper, 78], [Silver, 117], [Copper, 70], [Silver, 125], [Gold, 43]]","[[Copper, 51], [Bronze, 148], [Silver, 112], [Copper, 66], [Silver, 127]]","0","0","5","0","0","5","5","4","2","86.6","30.493279","[0, 2, 0, 2, 1, 0, 0]","100.8","36.690052","[0, 2, 1, 2, 0, 0, 0]","-14.200005","-6.1967735","1.4142135","14.200005","6.1967735","1","2017-05-09 00:00:00.000","19","2.1.3","20170509"
"2614783689","PC","HOUSE","PvP � SECURE AREA","4","40","Attacker","Defender","[[Silver, 32], [Bronze, 33], [Unranked, 59], [Silver, 44], [Silver, 77]]","[[Bronze, 22], [Copper, 37], [Bronze, 31], [Copper, 42], [Unranked, 28]]","[[Silver, 77], [Bronze, 33], [Silver, 44], [Unranked, 59], [Silver, 32]]","[[Copper, 37], [Bronze, 31], [Copper, 42], [Unranked, 28], [Bronze, 22]]","0","0","5","0","0","5","5","4","0","49.0","17.052858","[1, 0, 1, 3, 0, 0, 0]","32.0","6.9570107","[1, 2, 2, 0, 0, 0, 0]","17.0","10.095848","3.7416575","17.0","10.095848","1","2017-02-13 00:00:00.000","7","2.1.0","20170213"
