"matchid","platform","mapname","gamemode","max_roundnumber","count_rows","team0_role_firstround","team1_role_firstround","team0_user_attributes_firstround","team1_user_attributes_firstround","team0_user_attributes_lastround","team1_user_attributes_lastround","team0_changed","team0_deltasize","team0_startsize","team1_changed","team1_deltasize","team1_startsize","max_count_rows","team0_role_count_round_won","team1_role_count_round_won","team0_meanlevel","team0_stdlevel","team0_skillranks","team1_meanlevel","team1_stdlevel","team1_skillranks","deltateam_meanlevel","deltateam_stdlevel","deltateam_skillranks_ed","abs_deltateam_meanlevel","abs_deltateam_stdlevel","teamreference_won","date","weekdate","patch","dateid"
"4092360369","XONE","CONSULATE","PvP � BOMB","9","87","Attacker","Defender","[[Gold, 139], [Gold, 81], [Gold, 123], [Gold, 164], [Gold, 37]]","[[Silver, 107], [Silver, 98], [Bronze, 94], [Silver, 105], [Gold, 102]]","[[Gold, 81], [Gold, 139], [Gold, 37], [Gold, 123], [Gold, 164]]","[[Silver, 98], [Silver, 105], [Silver, 107], [Gold, 102]]","0","0","5","1","-1","5","5","4","5","108.8","44.919483","[0, 0, 0, 0, 5, 0, 0]","101.2","4.707441","[0, 0, 1, 3, 1, 0, 0]","7.600006","40.212044","5.0990195","7.600006","40.212044","0","2017-04-19 00:00:00.000","16","2.1.3","20170419"
"2310534349","XONE","FAVELAS","PvP � SECURE AREA","4","40","Attacker","Defender","[[Gold, 113], [Gold, 146], [Gold, 85], [Platinum, 116], [Platinum, 132]]","[[Platinum, 109], [Platinum, 207], [Platinum, 150], [Gold, 168], [Platinum, 147]]","[[Gold, 85], [Platinum, 132], [Gold, 146], [Gold, 113], [Platinum, 116]]","[[Platinum, 150], [Platinum, 207], [Gold, 168], [Platinum, 147], [Platinum, 109]]","0","0","5","0","0","5","5","0","4","118.4","20.480234","[0, 0, 0, 0, 3, 2, 0]","156.2","31.845879","[0, 0, 0, 0, 1, 4, 0]","-37.799995","-11.365644","2.828427","37.799995","11.365644","0","2017-03-01 00:00:00.000","9","2.1.1","20170301"
"665449581","XONE","BARTLETT U.","PvP � SECURE AREA","5","49","Attacker","Defender","[[Gold, 63], [Gold, 44], [Gold, 97], [Gold, 76]]","[[Gold, 89], [Gold, 91], [Silver, 120], [Gold, 114], [Platinum, 190]]","[[Gold, 63], [Gold, 44], [Gold, 103], [Gold, 76], [Gold, 97]]","[[Gold, 91], [Silver, 120], [Gold, 89], [Gold, 114], [Platinum, 190]]","1","1","4","0","0","5","5","1","4","70.0","19.300259","[0, 0, 0, 0, 4, 0, 0]","120.8","36.700954","[0, 0, 0, 1, 3, 1, 0]","-50.800003","-17.400696","1.7320508","50.800003","17.400696","0","2017-02-27 00:00:00.000","9","2.1.1","20170227"
"1934672361","PS4","YACHT","PvP � BOMB","6","59","Attacker","Defender","[[Gold, 88], [Gold, 101], [Gold, 97], [Platinum, 132], [Silver, 105], [Gold, 46], [Silver, 96], [Gold, 77], [Gold, 159], [Gold, 152]]","[[Platinum, 171], [Platinum, 228], [Gold, 129], [Gold, 100], [Bronze, 60], [Platinum, 85], [Gold, 130], [Gold, 105], [Gold, 81], [Gold, 78]]","[[Gold, 101], [Platinum, 132], [Silver, 105], [Gold, 97], [Gold, 88], [Gold, 152], [Gold, 46], [Gold, 77], [Silver, 96], [Gold, 159]]","[[Platinum, 171], [Gold, 129], [Platinum, 228], [Bronze, 60], [Gold, 100], [Gold, 78], [Gold, 130], [Gold, 81], [Gold, 105], [Platinum, 85]]","0","0","10","0","0","10","10","5","5","105.3","32.508614","[0, 0, 0, 2, 7, 1, 0]","116.7","48.033424","[0, 0, 1, 0, 6, 3, 0]","-11.399994","-15.524811","3.1622777","11.399994","15.524811","0","2017-03-22 00:00:00.000","12","2.1.2","20170322"
"1323218421","XONE","HOUSE","PvP � SECURE AREA","6","60","Attacker","Defender","[[Silver, 53], [Silver, 50], [Silver, 53], [Bronze, 40], [Bronze, 108]]","[[Copper, 89], [Silver, 138], [Silver, 143], [Bronze, 105], [Bronze, 150]]","[[Bronze, 40], [Bronze, 108], [Silver, 53], [Silver, 50], [Silver, 53]]","[[Bronze, 150], [Silver, 138], [Copper, 89], [Bronze, 105], [Silver, 143]]","0","0","5","0","0","5","5","4","2","60.8","24.078205","[0, 0, 2, 3, 0, 0, 0]","125.0","23.723406","[0, 1, 2, 2, 0, 0, 0]","-64.2","0.35479927","1.4142135","64.2","0.35479927","1","2017-05-11 00:00:00.000","19","2.1.3","20170511"
"1618263741","PS4","CONSULATE","PvP � HOSTAGE","5","43","Attacker","Defender","[[Copper, 102], [Copper, 52], [Copper, 81], [Copper, 65]]","[[Copper, 61], [Copper, 62], [Copper, 63], [Copper, 84], [Bronze, 43]]","[[Copper, 65], [Copper, 102], [Copper, 52]]","[[Bronze, 43], [Copper, 63], [Copper, 84], [Copper, 62], [Copper, 61]]","1","-1","4","0","0","5","5","4","1","75.0","18.668154","[0, 4, 0, 0, 0, 0, 0]","62.6","13.001538","[0, 4, 1, 0, 0, 0, 0]","12.400002","5.6666155","1.0","12.400002","5.6666155","1","2017-03-16 00:00:00.000","11","2.1.2","20170316"
"4160653969","PS4","KANAL","PvP � SECURE AREA","8","80","Attacker","Defender","[[Silver, 17], [Gold, 102], [Gold, 42], [Gold, 107], [Gold, 111]]","[[Gold, 116], [Silver, 90], [Platinum, 130], [Gold, 140], [Gold, 104]]","[[Silver, 17], [Gold, 111], [Gold, 107], [Gold, 42], [Gold, 102]]","[[Gold, 140], [Silver, 90], [Gold, 104], [Platinum, 130], [Gold, 116]]","0","0","5","0","0","5","5","3","5","75.8","38.726734","[0, 0, 0, 1, 4, 0, 0]","116.0","17.843767","[0, 0, 0, 1, 3, 1, 0]","-40.199997","20.882967","1.4142135","40.199997","20.882967","0","2017-04-18 00:00:00.000","16","2.1.2","20170418"
"580453181","PC","KANAL","PvP � BOMB","8","78","Attacker","Defender","[[Platinum, 72], [Gold, 115], [Unranked, 99], [Platinum, 185], [Platinum, 134]]","[[Gold, 84], [Gold, 140], [Gold, 110], [Gold, 222], [Platinum, 166]]","[[Unranked, 99], [Platinum, 185], [Gold, 115], [Platinum, 72], [Platinum, 134]]","[[Gold, 84], [Gold, 140], [Gold, 110], [Platinum, 166], [Gold, 222]]","0","0","5","0","0","5","5","5","3","121.0","37.91042","[1, 0, 0, 0, 1, 3, 0]","144.4","47.621845","[0, 0, 0, 0, 4, 1, 0]","-23.399994","-9.711426","3.7416575","23.399994","9.711426","1","2017-03-18 00:00:00.000","11","2.1.2","20170318"
"1945271981","PC","KAFE DOSTOYEVSKY","PvP � BOMB","8","66","Attacker","Defender","[[Copper, 41], [Copper, 88], [Copper, 86], [Copper, 113], [Copper, 66]]","[[Bronze, 70], [Bronze, 27], [Bronze, 75], [Copper, 81], [Bronze, 134]]","[[Copper, 41], [Copper, 86], [Copper, 88]]","[[Bronze, 27], [Bronze, 134], [Bronze, 70], [Bronze, 75], [Copper, 81]]","1","-2","5","0","0","5","5","3","5","78.8","24.078205","[0, 5, 0, 0, 0, 0, 0]","77.4","34.109238","[0, 1, 4, 0, 0, 0, 0]","1.4000015","-10.031033","5.656854","1.4000015","10.031033","0","2017-03-18 00:00:00.000","11","2.1.2","20170318"
"4032158169","PS4","BORDER","PvP � SECURE AREA","6","60","Attacker","Defender","[[Platinum, 163], [Platinum, 209], [Platinum, 182], [Platinum, 179], [Platinum, 235]]","[[Platinum, 249], [Platinum, 170], [Platinum, 219], [Platinum, 204], [Gold, 96]]","[[Platinum, 179], [Platinum, 235], [Platinum, 163], [Platinum, 209], [Platinum, 182]]","[[Platinum, 204], [Platinum, 249], [Platinum, 170], [Gold, 96], [Platinum, 219]]","0","0","5","0","0","5","5","2","4","193.6","25.436981","[0, 0, 0, 0, 0, 5, 0]","187.6","52.393127","[0, 0, 0, 0, 1, 4, 0]","6.0","-26.956146","1.4142135","6.0","26.956146","0","2017-05-11 00:00:00.000","19","2.1.3","20170511"
"1375961681","PC","HEREFORD BASE","PvP � SECURE AREA","4","40","Attacker","Defender","[[Silver, 60], [Gold, 43], [Gold, 55], [Gold, 60], [Gold, 65]]","[[Gold, 116], [Silver, 69], [Gold, 79], [Gold, 65], [Gold, 100]]","[[Gold, 43], [Silver, 60], [Gold, 55], [Gold, 60], [Gold, 65]]","[[Gold, 79], [Gold, 65], [Gold, 100], [Silver, 69], [Gold, 116]]","0","0","5","0","0","5","5","0","4","56.6","7.4993334","[0, 0, 0, 1, 4, 0, 0]","85.8","19.363884","[0, 0, 0, 1, 4, 0, 0]","-29.200005","-11.864551","0.0","29.200005","11.864551","0","2017-03-05 00:00:00.000","10","2.1.1","20170305"
"317611141","PS4","FAVELAS","PvP � SECURE AREA","5","49","Attacker","Defender","[[Gold, 163], [Gold, 218], [Platinum, 171], [Platinum, 241], [Platinum, 111]]","[[Platinum, 167], [Gold, 161], [Platinum, 183], [Platinum, 175], [Gold, 201]]","[[Gold, 218], [Platinum, 171], [Platinum, 111], [Platinum, 241], [Gold, 163]]","[[Platinum, 167], [Platinum, 183], [Gold, 201], [Platinum, 175], [Gold, 161]]","0","0","5","0","0","5","5","1","4","180.8","45.371357","[0, 0, 0, 0, 2, 3, 0]","177.4","13.937001","[0, 0, 0, 0, 2, 3, 0]","3.4000092","31.434357","0.0","3.4000092","31.434357","0","2017-04-29 00:00:00.000","17","2.1.3","20170429"
"3645488309","XONE","COASTLINE","PvP � SECURE AREA","6","51","Attacker","Defender","[[Bronze, 22], [Silver, 110], [Bronze, 69], [Gold, 77]]","[[Copper, 70], [Bronze, 84], [Bronze, 86], [Gold, 32], [Silver, 60]]","[[Gold, 77], [Silver, 110], [Bronze, 69], [Bronze, 22]]","[[Gold, 32], [Silver, 60], [Bronze, 86], [Copper, 70]]","0","0","4","1","-1","5","5","4","2","69.5","31.436443","[0, 0, 2, 1, 1, 0, 0]","66.4","19.65299","[0, 1, 2, 1, 1, 0, 0]","3.0999985","11.783453","1.0","3.0999985","11.783453","1","2017-03-14 00:00:00.000","11","2.1.1","20170314"
"979645901","PC","BANK","PvP � BOMB","8","79","Attacker","Defender","[[Platinum, 138], [Platinum, 69], [Gold, 58], [Platinum, 139], [Gold, 67]]","[[Platinum, 155], [Platinum, 50], [Gold, 63], [Platinum, 215], [Platinum, 105]]","[[Platinum, 139], [Gold, 67], [Platinum, 138], [Platinum, 69], [Gold, 58]]","[[Gold, 63], [Platinum, 105], [Platinum, 215], [Platinum, 155], [Platinum, 50]]","0","0","5","0","0","5","5","3","5","94.2","36.36152","[0, 0, 0, 0, 2, 3, 0]","117.6","60.983932","[0, 0, 0, 0, 1, 4, 0]","-23.400002","-24.622414","1.4142135","23.400002","24.622414","0","2017-03-16 00:00:00.000","11","2.1.2","20170316"
"3678805949","PS4","BANK","PvP � SECURE AREA","9","90","Attacker","Defender","[[Gold, 122], [Gold, 147], [Gold, 89], [Unranked, 5], [Unranked, 92]]","[[Gold, 83], [Gold, 121], [Gold, 95], [Gold, 114], [Gold, 76]]","[[Unranked, 92], [Gold, 122], [Gold, 147], [Gold, 89], [Unranked, 5]]","[[Gold, 121], [Gold, 95], [Gold, 76], [Gold, 114], [Gold, 83]]","0","0","5","0","0","5","5","4","5","91.0","47.954144","[2, 0, 0, 0, 3, 0, 0]","97.8","17.336666","[0, 0, 0, 0, 5, 0, 0]","-6.800003","30.617477","2.828427","6.800003","30.617477","0","2017-02-12 00:00:00.000","7","2.1.0","20170212"
"401714341","XONE","CHALET","PvP � SECURE AREA","8","80","Attacker","Defender","[[Silver, 75], [Platinum, 80], [Gold, 84], [Platinum, 57], [Gold, 74]]","[[Platinum, 113], [Platinum, 125], [Platinum, 150], [Gold, 152], [Gold, 189]]","[[Platinum, 80], [Silver, 75], [Gold, 74], [Platinum, 57], [Gold, 84]]","[[Platinum, 125], [Platinum, 150], [Platinum, 113], [Gold, 152], [Gold, 189]]","0","0","5","0","0","5","5","3","5","74.0","9.230385","[0, 0, 0, 1, 2, 2, 0]","145.8","26.194656","[0, 0, 0, 0, 2, 3, 0]","-71.8","-16.964272","1.4142135","71.8","16.964272","0","2017-04-05 00:00:00.000","14","2.1.2","20170405"
"3616478129","XONE","COASTLINE","PvP � SECURE AREA","2","20","Attacker","Defender","[[Unranked, 81], [Silver, 81], [Unranked, 72], [Platinum, 138], [Gold, 92]]","[[Gold, 143], [Gold, 114], [Gold, 150], [Silver, 101], [Gold, 177]]","[[Unranked, 72], [Gold, 92], [Silver, 81], [Unranked, 81], [Platinum, 138]]","[[Gold, 143], [Gold, 177], [Gold, 150], [Gold, 114], [Silver, 101]]","0","0","5","0","0","5","5","1","1","92.8","23.472538","[2, 0, 0, 1, 1, 1, 0]","137.0","26.944387","[0, 0, 0, 1, 4, 0, 0]","-44.199997","-3.4718494","3.7416575","44.199997","3.4718494","0","2017-02-10 00:00:00.000","6","2.1.0","20170210"
"2501803729","PS4","OREGON","PvP � SECURE AREA","8","80","Attacker","Defender","[[Gold, 21], [Copper, 28], [Silver, 71], [Silver, 67], [Gold, 106]]","[[Bronze, 97], [Bronze, 50], [Unranked, 74], [Bronze, 32], [Silver, 59]]","[[Silver, 71], [Gold, 106], [Copper, 28], [Silver, 67], [Gold, 21]]","[[Bronze, 97], [Unranked, 74], [Bronze, 50], [Bronze, 32], [Silver, 59]]","0","0","5","0","0","5","5","5","3","58.6","31.052214","[0, 1, 0, 2, 2, 0, 0]","62.4","22.005453","[1, 0, 3, 1, 0, 0, 0]","-3.800003","9.046761","4.0","3.800003","9.046761","1","2017-03-02 00:00:00.000","9","2.1.1","20170302"
"3716522509","PS4","HEREFORD BASE","PvP � SECURE AREA","8","79","Attacker","Defender","[[Platinum, 169], [Gold, 159], [Gold, 160], [Gold, 189], [Gold, 117]]","[[Platinum, 151], [Gold, 62], [Gold, 171], [Gold, 90], [Gold, 162]]","[[Gold, 189], [Platinum, 169], [Gold, 160], [Gold, 159], [Gold, 117]]","[[Gold, 162], [Gold, 62], [Gold, 90], [Gold, 171]]","0","0","5","1","-1","5","5","5","3","158.8","23.515102","[0, 0, 0, 0, 4, 1, 0]","127.2","43.199074","[0, 0, 0, 0, 4, 1, 0]","31.600006","-19.683971","0.0","31.600006","19.683971","1","2017-02-17 00:00:00.000","7","2.1.0","20170217"
"467427221","PS4","FAVELAS","PvP � SECURE AREA","6","60","Attacker","Defender","[[Gold, 113], [Gold, 40], [Gold, 75], [Gold, 144], [Gold, 113]]","[[Gold, 113], [Gold, 80], [Gold, 68], [Gold, 101], [Gold, 110]]","[[Gold, 113], [Gold, 75], [Gold, 113], [Gold, 144], [Gold, 40]]","[[Gold, 80], [Gold, 101], [Gold, 110], [Gold, 113], [Gold, 68]]","0","0","5","0","0","5","5","4","2","97.0","35.927704","[0, 0, 0, 0, 5, 0, 0]","94.4","17.533968","[0, 0, 0, 0, 5, 0, 0]","2.5999985","18.393736","0.0","2.5999985","18.393736","1","2017-02-23 00:00:00.000","8","2.1.1","20170223"
"3655645649","XONE","CONSULATE","PvP � SECURE AREA","9","87","Attacker","Defender","[[Gold, 50], [Gold, 77], [Platinum, 78], [Gold, 128], [Gold, 102]]","[[Gold, 102], [Gold, 207], [Gold, 171], [Platinum, 177], [Gold, 166]]","[[Gold, 77], [Gold, 128], [Gold, 50]]","[[Platinum, 177], [Gold, 102], [Gold, 207], [Gold, 171], [Gold, 166]]","1","-2","5","0","0","5","5","4","5","87.0","26.290682","[0, 0, 0, 0, 4, 1, 0]","164.6","34.389534","[0, 0, 0, 0, 4, 1, 0]","-77.600006","-8.098852","0.0","77.600006","8.098852","0","2017-03-26 00:00:00.000","13","2.1.2","20170326"
"4029597709","XONE","SKYSCRAPER","PvP � SECURE AREA","5","42","Attacker","Defender","[[Silver, 99], [Gold, 26], [Bronze, 113], [Bronze, 84]]","[[Bronze, 61], [Bronze, 112], [Bronze, 109], [Bronze, 61], [Bronze, 38]]","[[Silver, 109], [Silver, 99], [Bronze, 84], [Bronze, 113]]","[[Bronze, 61], [Bronze, 38], [Bronze, 109], [Bronze, 112]]","1","0","4","1","-1","5","5","4","1","80.5","33.094563","[0, 0, 2, 1, 1, 0, 0]","76.2","29.253376","[0, 0, 5, 0, 0, 0, 0]","4.300003","3.8411865","3.3166249","4.300003","3.8411865","1","2017-04-22 00:00:00.000","16","2.1.3","20170422"
"2652637609","PS4","BORDER","PvP � SECURE AREA","8","69","Attacker","Defender","[[Copper, 51], [Copper, 60], [Copper, 68], [Copper, 71], [Copper, 91]]","[[Copper, 56], [Copper, 59], [Copper, 79], [Copper, 72]]","[[Copper, 51], [Copper, 71], [Copper, 60], [Copper, 91]]","[[Copper, 56], [Copper, 79], [Copper, 72], [Copper, 59]]","1","-1","5","0","0","4","5","3","5","68.2","13.347659","[0, 5, 0, 0, 0, 0, 0]","66.5","9.394147","[0, 4, 0, 0, 0, 0, 0]","1.699997","3.9535122","1.0","1.699997","3.9535122","0","2017-04-30 00:00:00.000","18","2.1.3","20170430"
"3105347809","PS4","CONSULATE","PvP � BOMB","5","50","Attacker","Defender","[[Bronze, 39], [Bronze, 116], [Bronze, 99], [Gold, 102], [Copper, 78]]","[[Bronze, 77], [Gold, 137], [Copper, 57], [Copper, 108], [Bronze, 51]]","[[Copper, 78], [Bronze, 99], [Bronze, 116], [Bronze, 39], [Gold, 102]]","[[Bronze, 51], [Copper, 108], [Bronze, 77], [Copper, 57], [Gold, 137]]","0","0","5","0","0","5","5","4","1","86.8","26.813429","[0, 1, 3, 0, 1, 0, 0]","86.0","32.348106","[0, 2, 2, 0, 1, 0, 0]","0.80000305","-5.5346775","1.4142135","0.80000305","5.5346775","1","2017-05-02 00:00:00.000","18","2.1.3","20170502"
"3360524329","PS4","CONSULATE","PvP � BOMB","9","84","Attacker","Defender","[[Gold, 56], [Silver, 14], [Silver, 138], [Gold, 157], [Silver, 103]]","[[Silver, 122], [Gold, 149], [Silver, 119], [Copper, 106], [Gold, 29]]","[[Silver, 103], [Gold, 56], [Silver, 138], [Gold, 157]]","[[Silver, 122], [Gold, 149], [Gold, 29], [Copper, 106]]","1","-1","5","1","-1","5","5","5","4","93.6","52.591255","[0, 0, 0, 3, 2, 0, 0]","105.0","40.491974","[0, 1, 0, 2, 2, 0, 0]","-11.400002","12.099281","1.4142135","11.400002","12.099281","1","2017-05-07 00:00:00.000","19","2.1.3","20170507"
"1775821321","XONE","FAVELAS","PvP � SECURE AREA","4","40","Attacker","Defender","[[Copper, 98], [Gold, 128], [Copper, 76], [Bronze, 113], [Gold, 147]]","[[Bronze, 73], [Silver, 41], [Bronze, 63], [Copper, 46], [Bronze, 81]]","[[Copper, 76], [Copper, 98], [Bronze, 113], [Gold, 147], [Gold, 128]]","[[Bronze, 81], [Bronze, 73], [Silver, 41], [Copper, 46], [Bronze, 63]]","0","0","5","0","0","5","5","4","0","112.4","24.38524","[0, 2, 1, 0, 2, 0, 0]","60.8","15.3153515","[0, 1, 3, 1, 0, 0, 0]","51.600002","9.069889","3.1622777","51.600002","9.069889","1","2017-05-08 00:00:00.000","19","2.1.3","20170508"
"2698907649","PS4","SKYSCRAPER","PvP � HOSTAGE","4","34","Attacker","Defender","[[Copper, 81], [Bronze, 83], [Silver, 52], [Bronze, 94], [Bronze, 69]]","[[Silver, 13], [Copper, 34], [Copper, 61], [Bronze, 40], [Copper, 49]]","[[Silver, 52], [Copper, 81], [Bronze, 83], [Bronze, 94], [Bronze, 69]]","[[Silver, 13], [Copper, 61], [Copper, 49]]","0","0","5","1","-2","5","5","4","0","75.8","14.302447","[0, 1, 3, 1, 0, 0, 0]","39.4","16.032467","[0, 3, 1, 1, 0, 0, 0]","36.4","-1.7300196","2.828427","36.4","1.7300196","1","2017-05-12 00:00:00.000","19","2.1.3","20170512"
"1971493141","PS4","BANK","PvP � SECURE AREA","6","50","Attacker","Defender","[[Copper, 150], [Copper, 70], [Copper, 96], [Copper, 77]]","[[Copper, 26], [Copper, 72], [Copper, 33], [Bronze, 39], [Copper, 43]]","[[Copper, 77], [Copper, 150], [Copper, 70]]","[[Copper, 72], [Copper, 33], [Copper, 43], [Bronze, 39], [Copper, 26]]","1","-1","4","0","0","5","5","4","2","98.25","31.355822","[0, 4, 0, 0, 0, 0, 0]","42.6","15.781001","[0, 4, 1, 0, 0, 0, 0]","55.65","15.5748205","1.0","55.65","15.5748205","1","2017-03-24 00:00:00.000","12","2.1.2","20170324"
"927183101","PS4","PLANE","PvP � SECURE AREA","1","10","Attacker","Defender","[[Silver, 45], [Gold, 66], [Unranked, 53], [Gold, 157], [Silver, 137]]","[[Silver, 60], [Gold, 69], [Unranked, 20], [Silver, 106], [Gold, 108]]","[[Silver, 45], [Gold, 66], [Unranked, 53], [Gold, 157], [Silver, 137]]","[[Silver, 60], [Gold, 69], [Unranked, 20], [Silver, 106], [Gold, 108]]","0","0","5","0","0","5","5","1","0","91.6","46.16319","[1, 0, 0, 2, 2, 0, 0]","72.6","32.57975","[1, 0, 0, 2, 2, 0, 0]","19.0","13.583439","0.0","19.0","13.583439","1","2017-03-09 00:00:00.000","10","2.1.1","20170309"
"4003480489","PS4","SKYSCRAPER","PvP � BOMB","6","57","Attacker","Defender","[[Gold, 121], [Platinum, 164], [Silver, 117], [Platinum, 34], [Platinum, 141]]","[[Gold, 77], [Gold, 141], [Platinum, 201], [Gold, 64], [Gold, 113]]","[[Platinum, 34], [Platinum, 141], [Silver, 117], [Gold, 121], [Platinum, 164]]","[[Platinum, 201], [Gold, 77], [Gold, 141], [Gold, 113]]","0","0","5","1","-1","5","5","2","4","115.4","43.993637","[0, 0, 0, 1, 1, 3, 0]","119.2","49.0567","[0, 0, 0, 0, 4, 1, 0]","-3.7999954","-5.0630646","3.7416575","3.7999954","5.0630646","0","2017-04-26 00:00:00.000","17","2.1.3","20170426"
"3200254929","PS4","CHALET","PvP � HOSTAGE","5","50","Attacker","Defender","[[Silver, 69], [Gold, 160], [Gold, 173], [Silver, 66], [Silver, 109]]","[[Gold, 139], [Gold, 178], [Gold, 139], [Silver, 102], [Silver, 93]]","[[Silver, 66], [Gold, 173], [Gold, 160], [Silver, 69], [Silver, 109]]","[[Gold, 139], [Silver, 102], [Gold, 178], [Silver, 93], [Gold, 139]]","0","0","5","0","0","5","5","1","4","115.4","44.589684","[0, 0, 0, 3, 2, 0, 0]","130.2","30.393421","[0, 0, 0, 2, 3, 0, 0]","-14.799995","14.196262","1.4142135","14.799995","14.196262","0","2017-02-15 00:00:00.000","7","2.1.0","20170215"
"2257634389","XONE","PLANE","PvP � SECURE AREA","5","49","Attacker","Defender","[[Gold, 140], [Platinum, 84], [Gold, 109], [Gold, 170], [Gold, 146]]","[[Gold, 132], [Unranked, 5], [Gold, 139], [Gold, 21], [Gold, 127]]","[[Platinum, 84], [Gold, 109], [Gold, 140], [Gold, 146]]","[[Gold, 132], [Unranked, 5], [Gold, 21], [Gold, 127], [Gold, 139]]","1","-1","5","0","0","5","5","1","4","129.8","30.042637","[0, 0, 0, 0, 4, 1, 0]","84.8","58.96575","[1, 0, 0, 0, 4, 0, 0]","45.0","-28.923115","1.4142135","45.0","28.923115","0","2017-03-28 00:00:00.000","13","2.1.2","20170328"
"1645277721","XONE","KAFE DOSTOYEVSKY","PvP � HOSTAGE","9","90","Attacker","Defender","[[Platinum, 125], [Platinum, 129], [Platinum, 106], [Gold, 163], [Gold, 139]]","[[Platinum, 217], [Platinum, 151], [Silver, 80], [Gold, 118], [Gold, 96]]","[[Platinum, 125], [Platinum, 129], [Gold, 139], [Gold, 163], [Platinum, 106]]","[[Platinum, 217], [Silver, 80], [Gold, 96], [Platinum, 151], [Gold, 118]]","0","0","5","0","0","5","5","4","5","132.4","18.671904","[0, 0, 0, 0, 2, 3, 0]","132.4","48.541115","[0, 0, 0, 1, 2, 2, 0]","0.0","-29.869211","1.4142135","0.0","29.869211","0","2017-03-23 00:00:00.000","12","2.1.2","20170323"
"2850666269","PS4","BARTLETT U.","PvP � HOSTAGE","5","49","Attacker","Defender","[[Copper, 56], [Copper, 36], [Copper, 61], [Copper, 47], [Copper, 82]]","[[Copper, 44], [Copper, 28], [Copper, 65], [Copper, 58], [Copper, 71]]","[[Copper, 47], [Copper, 36], [Copper, 56], [Copper, 61], [Copper, 82]]","[[Copper, 28], [Copper, 71], [Copper, 58], [Copper, 44]]","0","0","5","1","-1","5","5","4","1","56.4","15.370101","[0, 5, 0, 0, 0, 0, 0]","53.2","15.484185","[0, 5, 0, 0, 0, 0, 0]","3.2000008","-0.114084244","0.0","3.2000008","0.114084244","1","2017-04-14 00:00:00.000","15","2.1.2","20170414"
"4239123429","PS4","CHALET","PvP � BOMB","4","38","Attacker","Defender","[[Copper, 43], [Gold, 125], [Gold, 35], [Silver, 125], [Copper, 35]]","[[Bronze, 80], [Bronze, 55], [Copper, 96], [Copper, 26], [Bronze, 58]]","[[Silver, 125], [Gold, 35], [Copper, 35], [Gold, 125], [Copper, 43]]","[[Copper, 26], [Bronze, 58], [Bronze, 80]]","0","0","5","1","-2","5","5","4","0","72.6","42.88403","[0, 2, 0, 1, 2, 0, 0]","63.0","23.815962","[0, 2, 3, 0, 0, 0, 0]","9.599998","19.068068","3.7416575","9.599998","19.068068","1","2017-04-23 00:00:00.000","17","2.1.3","20170423"
"1630641481","XONE","BANK","PvP � SECURE AREA","5","49","Attacker","Defender","[[Gold, 116], [Gold, 146], [Gold, 123], [Platinum, 128], [Gold, 134]]","[[Silver, 54], [Platinum, 94], [Gold, 97], [Gold, 157], [Gold, 164]]","[[Platinum, 128], [Gold, 123], [Gold, 116], [Gold, 146], [Gold, 134]]","[[Silver, 54], [Gold, 157], [Platinum, 94], [Gold, 164]]","0","0","5","1","-1","5","5","4","1","129.4","10.190191","[0, 0, 0, 0, 4, 1, 0]","113.2","41.55671","[0, 0, 0, 1, 3, 1, 0]","16.199997","-31.366518","1.4142135","16.199997","31.366518","1","2017-03-21 00:00:00.000","12","2.1.2","20170321"
"988503841","PS4","HEREFORD BASE","PvP � BOMB","9","81","Attacker","Defender","[[Gold, 130], [Unranked, 37], [Gold, 53], [Gold, 133], [Unranked, 20]]","[[Unranked, 60], [Unranked, 50], [Gold, 183], [Gold, 135], [Unranked, 91]]","[[Gold, 130], [Unranked, 37], [Unranked, 20], [Gold, 53], [Gold, 133]]","[[Unranked, 50], [Gold, 183], [Unranked, 60], [Gold, 135]]","0","0","5","1","-1","5","5","5","4","74.6","47.62604","[2, 0, 0, 0, 3, 0, 0]","103.8","49.442493","[3, 0, 0, 0, 2, 0, 0]","-29.200005","-1.816452","1.4142135","29.200005","1.816452","1","2017-02-20 00:00:00.000","8","2.1.0","20170220"
"2275205749","XONE","BANK","PvP � SECURE AREA","9","83","Attacker","Defender","[[Gold, 40], [Gold, 120], [Gold, 6], [Gold, 36], [Gold, 142]]","[[Gold, 44], [Gold, 128], [Gold, 59], [Gold, 117], [Gold, 149]]","[[Gold, 36], [Gold, 6], [Gold, 40], [Gold, 120], [Gold, 142]]","[[Gold, 117], [Gold, 59], [Gold, 44]]","0","0","5","1","-2","5","5","5","4","68.8","52.590492","[0, 0, 0, 0, 5, 0, 0]","99.4","40.716583","[0, 0, 0, 0, 5, 0, 0]","-30.599998","11.873909","0.0","30.599998","11.873909","1","2017-05-14 00:00:00.000","20","2.1.3","20170514"
